track|artist|album|year
It's Awfully Nice To Be With You|Sonny Stitt, Bennie Green And Bunky Green|Stitt Goes Green|2005
Hot Line|Sonny Stitt, Bennie Green And Bunky Green|Stitt Goes Green|2005
Home Stretch|Sonny Stitt, Bennie Green And Bunky Green|Stitt Goes Green|2005
The Spies|Sonny Stitt, Bennie Green And Bunky Green|Stitt Goes Green|2005
One Alone|Sonny Stitt, Bennie Green And Bunky Green|Stitt Goes Green|2005
Sneakin' Up On You|Sonny Stitt, Bennie Green And Bunky Green|Stitt Goes Green|2005
Be Bop In Pastel (Bouncing With Bud)|Sonny Stitt|One O'Clock Jump|2005
Fools Fancy (Wail)|Sonny Stitt|One O'Clock Jump|2005
Bombay|Sonny Stitt|One O'Clock Jump|2005
Ray's Idea|Sonny Stitt|One O'Clock Jump|2005
Serenade To A Square|Sonny Stitt|One O'Clock Jump|2005
Good Kick|Sonny Stitt|One O'Clock Jump|2005
Seven-Up|Sonny Stitt|One O'Clock Jump|2005
Blues In Be-Bop|Sonny Stitt|One O'Clock Jump|2005
Stardust|Sonny Stitt|One O'Clock Jump|2005
Red Shoes|Sonny Stitt|One O'Clock Jump|2005
Body And Soul|Sonny Stitt|One O'Clock Jump|2005
Ratio And Proportion|Sonny Stitt|One O'Clock Jump|2005
Royal Wedding|Sonny Stitt|One O'Clock Jump|2005
Be Bop Blues|Sonny Stitt|One O'Clock Jump|2005
Fine And Dandy|Sonny Stitt|One O'Clock Jump|2005
Third Song|Sonny Stitt|One O'Clock Jump|2005
Elora|Sonny Stitt|One O'Clock Jump|2005
Afternoon In Paris|Sonny Stitt|One O'Clock Jump|2005
Teapot|Sonny Stitt|One O'Clock Jump|2005
Blue Mode|Sonny Stitt|One O'Clock Jump|2005
All God's Chillun Got Rhythm|Sonny Stitt|One O'Clock Jump|2005
Sonnyside|Sonny Stitt|One O'Clock Jump|2005
Bud's Blues|Sonny Stitt|One O'Clock Jump|2005
Sunset|Sonny Stitt|One O'Clock Jump|2005
Strike Up The Band|Sonny Stitt|One O'Clock Jump|2005
I Want To Be Happy|Sonny Stitt|One O'Clock Jump|2005
Taking A Chance On Love|Sonny Stitt|One O'Clock Jump|2005
Fine And Dandy|Sonny Stitt|One O'Clock Jump|2005
Avalon|Sonny Stitt|One O'Clock Jump|2005
Later|Sonny Stitt|One O'Clock Jump|2005
Ain't Misbehavin'|Sonny Stitt|One O'Clock Jump|2005
Mean To Me|Sonny Stitt|One O'Clock Jump|2005
Stairway To The Stars|Sonny Stitt|One O'Clock Jump|2005
Count Every Star|Sonny Stitt|One O'Clock Jump|2005
Nice Work If You Can Get It|Sonny Stitt|One O'Clock Jump|2005
There'll Never Be Another You|Sonny Stitt|One O'Clock Jump|2005
Blazin'|Sonny Stitt|One O'Clock Jump|2005
To Think You've Chosen Me|Sonny Stitt|One O'Clock Jump|2005
After You've Gone|Sonny Stitt|One O'Clock Jump|2005
Our Very Own|Sonny Stitt|One O'Clock Jump|2005
'S Wonderful|Sonny Stitt|One O'Clock Jump|2005
Nevertheless|Sonny Stitt|One O'Clock Jump|2005
Jeepers Creepers|Sonny Stitt|One O'Clock Jump|2005
Imagination|Sonny Stitt|One O'Clock Jump|2005
Cherokee|Sonny Stitt|One O'Clock Jump|2005
Liza|Sonny Stitt|One O'Clock Jump|2005
Can't We Be Friends|Sonny Stitt|One O'Clock Jump|2005
The Thrill Of Your Kiss|Sonny Stitt|One O'Clock Jump|2005
If The Moon Turns Green|Sonny Stitt|One O'Clock Jump|2005
P.S. I Love You|Sonny Stitt|One O'Clock Jump|2005
This Can't Be Love|Sonny Stitt|One O'Clock Jump|2005
Stitt's It|Sonny Stitt|One O'Clock Jump|2005
Cool Mambo|Sonny Stitt|One O'Clock Jump|2005
Blue Mambo|Sonny Stitt|One O'Clock Jump|2005
Sonny Sounds|Sonny Stitt|One O'Clock Jump|2005
Rockin' At The Hi-Hat|Sonny Stitt|One O'Clock Jump|2005
Lover|Sonny Stitt|One O'Clock Jump|2005
They Can't Take That Away From Me|Sonny Stitt|One O'Clock Jump|2005
S.O.S. (Columbus Avenue Rhythm)|Sonny Stitt|One O'Clock Jump|2005
Mass Ave Swing|Sonny Stitt|One O'Clock Jump|2005
Indiana|Sonny Stitt|One O'Clock Jump|2005
They Say It's Wonderful|Sonny Stitt|One O'Clock Jump|2005
Flyin' Home|Sonny Stitt|One O'Clock Jump|2005
Baritone Blues|Sonny Stitt|One O'Clock Jump|2005
One O'Clock Jump|Sonny Stitt|One O'Clock Jump|2005
Body And Soul|Sonny Stitt|One O'Clock Jump|2005
Jeeper's Creepers|Sonny Stitt|One O'Clock Jump|2005
If I Had You|Sonny Stitt|One O'Clock Jump|2005
Jumpin' With Symphony Sid|Sonny Stitt|One O'Clock Jump|2005
How High The Moon|Sonny Stitt|One O'Clock Jump|2005
Afterwards|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
If I Should Lose You|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Blues For Bobby|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
My Melancholy Baby|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Cherokee|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Engos, The Bloos|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Body And Soul|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
I Didn't Know What Time It Was|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
The Best Things In Life Are Free|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
People Will Say We're In Love|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Bloosey|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Bird's Eye|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
It Might As Well Be Spring|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Fine And Frisky|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
No Cal|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Corn Flakes|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Eye Ball|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Saginaw|Sonny Stitt, Hank Jones|The Complete Original Quartet Recordings|2005
Afternoon In Paris (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Afternoon In Paris (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Elora (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Elora (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Teapot (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Teapot (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blue Mode (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blue Mode (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
All God's Chillun Got Rhythm|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Sonny Side|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Bud's Blues|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Sunset|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Strike Up The Band|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Strike Up The Band (Alternate)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
I Want To Be Happy|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Taking A Chance On Love|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Fine And Dandy (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Fine And Dandy (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Avalon|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Later|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Ain't Misbehavin'|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Mean To Me|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Stairway To The Stars|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Bye Bye|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Let It Be|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blues Up And Down (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blues Up And Down (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blues Up And Down (Take 3)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
You Can Depend On Me (Take 1)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
You Can Depend On Me (Take 2)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Touch Of The Blues|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Dumb Woman Blues|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Chabootie|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Who Threw The Sleeping Pills In Rip Van Winkle's Coffee?|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Gravy (AKA Walkin')|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Easy Glide|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Count Every Star|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Nice Work If You Can Get It|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
There Will Never Be Another You|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blazin'|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Back In Your Own Back Yard|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Sweet Jennie Lou|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
La Vie En Rose|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Seven Eleven|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
To Think Youv'e Chosen Me|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
After You've Gone|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Our Very Own|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
'S Wonderful|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Stringin' The Jug|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Nevertheless (I'm In Love With You)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Jeepers Creepers|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Imagination|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Cherokee|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
'Round About One A.M.|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Jug|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Wow|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blue And Sentimental|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Liza (All The Clouds'll Roll Away)|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Can't We Be Friends|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
New Blues Up And Down|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
The Thrill Of Your Kiss|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
If The Moon Turns Green|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
P.S. I Love You|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
This Can't Be Love|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Down With It|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
For The Fat Man|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Splinter|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Confessin'|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Undecided|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
(It Will Have To Do) Until The Real Thing Comes Along|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Because Of Rain|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Charmaine|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Cool Mambo|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Sonny Sounds|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Blue Mambo|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
Stitt's It|Sonny Stitt|Stitt's Bits: The Bebop Recordings, 1949-1952|2006
My Blue Heaven|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
The Saber|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Katea|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Fools Rush In|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Look Down That Lonesome Road|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
I Want to Go Home|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Hello Dolly|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Better All The Time|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
You'd Better Love Me|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Night Song|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
A Room Without Windows|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Gimme Some|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Loads Of Love|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
If I Gave You|Sonny Stitt, Zoot Sims|Sonny Stitt & Zoot Sims Complete Recordings|2008
Cool Blues|Sonny Stitt|Burnin'|2009
Jack Spratt|Sonny Stitt|Burnin'|2009
This Is Always|Sonny Stitt|Burnin'|2009
Mister Son|Sonny Stitt|Burnin'|2009
Propapagoon|Sonny Stitt|Burnin'|2009
Dancing On The Ceiling|Sonny Stitt|Burnin'|2009
Everyone Does|Sonny Stitt|Burnin'|2009
Just You, Just Me|Sonny Stitt|Burnin'|2009
Ko-Ko|Sonny Stitt|Burnin'|2009
A Minor Sax|Sonny Stitt|Burnin'|2009
Lover Man|Sonny Stitt|Burnin'|2009
Reed And A Half|Sonny Stitt|Burnin'|2009
How High The Moon|Sonny Stitt|Burnin'|2009
I'll Tell You Later|Sonny Stitt|Burnin'|2009
Look For The Silver Lining|Sonny Stitt|Burnin'|2009
Easy Living|Sonny Stitt|Burnin'|2009
It's Hipper Than That|Sonny Stitt|Burnin'|2009
New York Blues|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Giuff|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Laura|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Sonny Boy|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Singin' In The Rain|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Downtown|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
I Let A Song Go Out Of My Heart|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Two For Timbucktu|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Uptown|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Down Country|Sonny Stitt|Plays Jimmy Giuffre Arrangements|2010
Blue Devil Blues|Sonny Stitt|Blows The Blues|2010
Home Free Blues|Sonny Stitt|Blows The Blues|2010
Blue Prelude|Sonny Stitt|Blows The Blues|2010
Frankie And Johnny|Sonny Stitt|Blows The Blues|2010
Birth Of The Blues|Sonny Stitt|Blows The Blues|2010
A Blues Offering|Sonny Stitt|Blows The Blues|2010
Hymnal Blues|Sonny Stitt|Blows The Blues|2010
Mornin' After Blues|Sonny Stitt|Blows The Blues|2010
Blues For Lester|Sonny Stitt|Blows The Blues|2010
After You've Gone|Sonny Stitt|Blows The Blues|2010
Street Of Dreams|Sonny Stitt|Blows The Blues|2010
The Way You Look Tonight|Sonny Stitt|Blows The Blues|2010
Presto|Sonny Stitt|Blows The Blues|2010
Tune Up|Sonny Stitt|Blows The Blues|2010
I Got Rhythm|Sonny Stitt|Blows The Blues|2010
What's New?|Sonny Stitt|Blows The Blues|2010
Subito|Sonny Stitt|Blows The Blues|2010
If I Had You|Sonny Stitt|Blows The Blues|2010
I'll Remember April|Sonny Stitt|Blows The Blues|2010
Sancho Panza|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Sweet And Lovely|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
If I Could Be With You|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Hookie's Tours|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Loose Walk|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Pink Satin|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Shine On Harvest Moon|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Opus 202|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
My Funny Valentine|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Lover|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Sonny's Bunny|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Love Walked In|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
If You Could See Me Now|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Quince|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Come Rain Or Come Shine|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
Stardust|Sonny Stitt|Plays Arrangements From The Pen of Johnny Richards And Quincy Jones|2011
I Cover The Waterfront|Sonny Stitt|Four Classic Albums|2011
Lazy Bones|Sonny Stitt|Four Classic Albums|2011
Sunday|Sonny Stitt|Four Classic Albums|2011
Just Friends|Sonny Stitt|Four Classic Albums|2011
All Of Me|Sonny Stitt|Four Classic Albums|2011
Two Bad Days Blues|Sonny Stitt|Four Classic Albums|2011
It's You Or No One|Sonny Stitt|Four Classic Albums|2011
Blue Smile|Sonny Stitt|Four Classic Albums|2011
Easy To Love|Sonny Stitt|Four Classic Albums|2011
Easy Living|Sonny Stitt|Four Classic Albums|2011
Autumn In New York|Sonny Stitt|Four Classic Albums|2011
You'd Be So Nice To Come Home To|Sonny Stitt|Four Classic Albums|2011
For Some Friends|Sonny Stitt|Four Classic Albums|2011
I Never Knew|Sonny Stitt|Four Classic Albums|2011
Between The Devil And The Deep Blue Sea|Sonny Stitt|Four Classic Albums|2011
East Of The Sun|Sonny Stitt|Four Classic Albums|2011
Original?|Sonny Stitt|Four Classic Albums|2011
Avalon|Sonny Stitt|Four Classic Albums|2011
Blues Greasy|Sonny Stitt|Four Classic Albums|2011
I Can't Give You Anything But Love|Sonny Stitt|Four Classic Albums|2011
Au Privave|Sonny Stitt|Four Classic Albums|2011
The Gypsy|Sonny Stitt|Four Classic Albums|2011
I'll Remember April|Sonny Stitt|Four Classic Albums|2011
Scrapple From The Apple|Sonny Stitt|Four Classic Albums|2011
Moten Swing|Sonny Stitt|Four Classic Albums|2011
Blues For Pres, Sweets, Ben And All The Other Funky Ones|Sonny Stitt|Four Classic Albums|2011
Easy Does It|Sonny Stitt|Four Classic Albums|2011
Marchin'|Sonny Stitt|Four Classic Albums|2011
S.O.S.|Sonny Stitt|Four Classic Albums|2011
Jaws|Sonny Stitt|Four Classic Albums|2011
I Can't Get Started|Sonny Stitt|Four Classic Albums|2011
Surfin'|Sonny Stitt|Now! / Salt And Pepper|2011
Lester Leaps InComposed By – L. Young*|Sonny Stitt|Now! / Salt And Pepper|2011
Estralita ( Estrellita )Composed By – Manuel Ponce*|Sonny Stitt|Now! / Salt And Pepper|2011
Please Don't Talk About Me When I'm GoneComposed By – S. H. Stept*, S. Clare*|Sonny Stitt|Now! / Salt And Pepper|2011
Touchy|Sonny Stitt|Now! / Salt And Pepper|2011
Never-Sh!|Sonny Stitt|Now! / Salt And Pepper|2011
My Mother's EyesComposed By – A. Baer*, W. Gilbert*|Sonny Stitt|Now! / Salt And Pepper|2011
I'm Getting Sentimental Over YouComposed By – G. Bassman*, N. Washington*|Sonny Stitt|Now! / Salt And Pepper|2011
Salt And Pepper|Sonny Stitt|Now! / Salt And Pepper|2011
S'posin'Composed By – A. Razaf*, P. Denniker*|Sonny Stitt|Now! / Salt And Pepper|2011
Theme From Lord Od The FliesComposed By – R. Leppard*|Sonny Stitt|Now! / Salt And Pepper|2011
PerdidoComposed By – J. Tizol*|Sonny Stitt|Now! / Salt And Pepper|2011
Star DustComposed By – H. Carmichael*, M. Parish*|Sonny Stitt|Now! / Salt And Pepper|2011
Ain't Misbehavin'|Sonny Stitt|Eight Classic Albums|2012
After You're Gone|Sonny Stitt|Eight Classic Albums|2012
Stairway To The Stars|Sonny Stitt|Eight Classic Albums|2012
Blazin'|Sonny Stitt|Eight Classic Albums|2012
Nice Work If You Can Get It|Sonny Stitt|Eight Classic Albums|2012
Our Very Own|Sonny Stitt|Eight Classic Albums|2012
There'll Never Be Another You|Sonny Stitt|Eight Classic Albums|2012
Later|Sonny Stitt|Eight Classic Albums|2012
Marchin'|Sonny Stitt|Eight Classic Albums|2012
S.O.S|Sonny Stitt|Eight Classic Albums|2012
Jaws|Sonny Stitt|Eight Classic Albums|2012
I Can't Get Started|Sonny Stitt|Eight Classic Albums|2012
S' Wonderful|Sonny Stitt|Eight Classic Albums|2012
Down With It|Sonny Stitt|Eight Classic Albums|2012
Jeepers Creepers|Sonny Stitt|Eight Classic Albums|2012
For The Fat Man|Sonny Stitt|Eight Classic Albums|2012
Splinter|Sonny Stitt|Eight Classic Albums|2012
Confessin'|Sonny Stitt|Eight Classic Albums|2012
Sonny Sounds|Sonny Stitt|Eight Classic Albums|2012
Stitts It|Sonny Stitt|Eight Classic Albums|2012
Norman's Blues|Sonny Stitt|Eight Classic Albums|2012
I Know That You Know|Sonny Stitt|Eight Classic Albums|2012
If I Had You|Sonny Stitt|Eight Classic Albums|2012
Alone Together|Sonny Stitt|Eight Classic Albums|2012
Twelfth Street Rag|Sonny Stitt|Eight Classic Albums|2012
Down Home Blues|Sonny Stitt|Eight Classic Albums|2012
Sonny's Tune|Sonny Stitt|Eight Classic Albums|2012
Stars Fell On Alabama|Sonny Stitt|Eight Classic Albums|2012
Body And Soul|Sonny Stitt|Eight Classic Albums|2012
Between The Devil And The Deep Blue Sea|Sonny Stitt|Eight Classic Albums|2012
Stitts It|Sonny Stitt|Eight Classic Albums|2012
Cool Mambo|Sonny Stitt|Eight Classic Albums|2012
Blue Mambo|Sonny Stitt|Eight Classic Albums|2012
Sonny Sounds|Sonny Stitt|Eight Classic Albums|2012
Ain't Misbehavin'|Sonny Stitt|Eight Classic Albums|2012
Later|Sonny Stitt|Eight Classic Albums|2012
P.S. I Love You|Sonny Stitt|Eight Classic Albums|2012
This Can't Be Love|Sonny Stitt|Eight Classic Albums|2012
Imagination|Sonny Stitt|Eight Classic Albums|2012
Cherokee|Sonny Stitt|Eight Classic Albums|2012
Can't We Be Friends|Sonny Stitt|Eight Classic Albums|2012
Liza|Sonny Stitt|Eight Classic Albums|2012
On The Sunny Side Of The Street|Sonny Stitt|Eight Classic Albums|2012
The Eternal Triangle|Sonny Stitt|Eight Classic Albums|2012
After Hours|Sonny Stitt|Eight Classic Albums|2012
I Know That You Know|Sonny Stitt|Eight Classic Albums|2012
The String|Sonny Stitt|Eight Classic Albums|2012
Cleveland Blues|Sonny Stitt|Eight Classic Albums|2012
B.W. Blues|Sonny Stitt|Eight Classic Albums|2012
Blues For Bags|Sonny Stitt|Eight Classic Albums|2012
I Cover The Waterfront|Sonny Stitt|Eight Classic Albums|2012
Lazy Bones|Sonny Stitt|Eight Classic Albums|2012
Sunday|Sonny Stitt|Eight Classic Albums|2012
Just Friends|Sonny Stitt|Eight Classic Albums|2012
All Of Me|Sonny Stitt|Eight Classic Albums|2012
Two Bad Days Blues|Sonny Stitt|Eight Classic Albums|2012
It's You Or No One|Sonny Stitt|Eight Classic Albums|2012
Blue Smile|Sonny Stitt|Eight Classic Albums|2012
Long Ago And Far Away|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Walkin'|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Why Was I Born?|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
John Brown's Body|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Bye Bye Blackbird|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Blues Up And Down|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Counter Clockwise|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
There Is No Greater Love|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
The One Before This|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Autumn Leaves|Gene Ammons & Sonny Stitt|Boss Tenors In Orbit! + Boss Tenors|2012
Blues Up & Down|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Counter Clockwise|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
There Is No Greater Love|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
The One Before This|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Autumn Leaves|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
Red Sails In The Sunset|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
But Not For Me|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
A Pair Of Red Pants|Gene Ammons, Sonny Stitt|Blues Up & Down / Boss Tenors & Dig Him!|2012
